claim,label_binary,user
 The images from Kanpur and Guwahati date back to 2017 and 2011 respectively TMC members attacking CRPF personnel in Kolkata. (Hindi:   CRPF        TMC ),real,Ananya Mehta
"No, this is not a photo of Rahul Gandhi's rally in Bikaner, Rajasthan.   A Facebook page named 'Rahul Gandhi for PM' on Wednesday shared a 2013 photo of then Haryana Chief Minister Bhupinder Singh Hooda's rally in Sonepat as Rahul Gandhi's rally in Bikaner, Rajasthan on October 10, 2018.   The page, which has over 2,80,000 followers on Facebook, shared a photo claiming the Congress president drew a record crowd of 25 lakh, beating the previously held record by his grandmother and former Prime Minister Indira Gandhi.   The post has already received over 13,000 shares on Facebook, at the time of writing this story.",real,Simran Bose
"The TV broadcast on scientists working on a vaccine for the novel Coronavirus sees a hasty switch to bananas & viruses. A video has been shared repeatedly in multiple posts on Facebook, Twitter and YouTube which claim it shows a genuine news report about Australian researchers discovering bananas can help prevent infection by the novel coronavirus, COVID-19. The claim is false; the video has been doctored from a news report by the Australian television channel ABC to include references to bananas; the scientist cited in the report told AFP the claim is untrue. The 58-second video was published in  this  Facebook post on March 15, 2020.   The first three seconds of the video show the beginning of a news report, bearing the logo of Australia's public broadcaster  ABC News . The news presenter  Kathryn Robinson  can be heard saying: ""Scientists from the University of Queensland are confident they'll be able to develop a vaccine for the deadly coronavirus.""    The video then switches to a collage of visualisations of bananas and viruses. The text overlay from the video's 38-second mark states: ""Research made by scientists from the University of Queensland in  Australia have proven that bananas, improve your inmune [sic] system due to the super source of Vitamins B-6 and helps prevent coronavirus. Having a banana a day keeps the coronavirus AWAY"".    Below is a screenshot of the misleading post:         Screenshot of Facebook post     The post's Tagalog-language caption translates to English as: ""According to University of Queensland Scientists - Banana, effective defence against COVID-19.""   The COVID-19 pandemic has has killed at least 7,900 people and infected some 190,000 others, as stated in  this  AFP report on March 18, 2020.  ALSO READ :   Vegan Food Shelf Untouched In Panic Buying Post Coronavirus Outbreak?   The video was also shared   here  on Facebook;  here  on YouTube and  here  on Twitter alongside a similar claim.   The Philippine presidential spokesperson Salvador Panelo also made a similar claim about the supposed anti-COVID-19 properties of bananas in  this  March 16, 2020 press briefing. In a mix of Tagalog and English, he said: ""I have read many things on how to destroy or contain, to kill the virus I saw on the internet that bananas are a good defense"".  ",real,Kunal Iyer
"An old video showing a plastic recycling unit has been revived to spread a hoax of plastic rice being made in China. ""See how China is making plastic rice""  (Translated from Bengali text -         Fact The video actually shows a plastic recycling unit, which can be seen converting plastic waste into pellets that look similar to rice grains. The same video has been used to create a scare about 'plastic rice', over the last few years.",real,Manav Choudhary
"Doctor's posts do not follow the advertising norms and have been termed as misleading by the advertising industry and medical professionals Dr. Pradeep Gupta, principal of a homeopathic medical college and hospital in Agra has tweeted that he can cure diabetes in 2 days. To substantiate his claims, Gupta shared videos of patients at his hospital on social media. Diabetes cured in 2 days @ Naiminath Homoeopathic Hospital, Agra, India # India's first NABH accredited Homoeopathic Hospital  pic.twitter.com/19WkDC1tDC  Pradeep Kumar Gupta (@Pradeep26589952)  August 20, 2019   You can see the archived link of the tweet  here .   The homeopathic doctor has also uploaded another video where he can be seen discussing with a patient about her chronic renal (kidney) failure and diabetic retinopathy (eyes affected because of diabetes) treatment.  A case of diabetes having chronic Renal failure and diabetic retinopathypathy is under going Homoeopathic treatment in Naiminath Homoeopathic Hospital, Agra.  pic.twitter.com/2CLQC3PDlf  Pradeep Kumar Gupta (@Pradeep26589952)  August 19, 2019   When Twitter user Saltator responded to his tweet saying that such a step could lead to an increase of acids in the blood of the patient, Dr. Pradeep Gupta responded by accusing the user to be ignorant of the merits of homeopathy. This is your ignorance, about Homoeopathy.  Pradeep Kumar Gupta (@Pradeep26589952)  August 21, 2019   ASCI responds The Advertising Standards Council of India tweeted to the doctor asking him to not spread misinformation and that his tweet violates medical ethics and medicine norms.  This claim appears be in violation of  #DMR  regulations as well in violation of the advisory by Central Council of Indian Medicine  #CCIM  Kindly note  @AIIA_NDelhi   @moayush  ASCI 77100 12345 (@ascionline)  August 20, 2019   ",real,Arjun Bose
"The Nobel Laureate has not made any such statement while evidence suggests that SARS-CoV-2 is a natural virus A viral message claiming Japanese Nobel laureate Tasuku Honjo declared that SARS-CoV-2, the coronavirus responsible for COVID-19 is man-made is false. Honjo has not made any statements about the origin of coronavirus.  The message also claims that Honjo worked with the Wuhan laboratory for four years. BOOM looked through Honjo's profiles on the Nobel site as well as the Kyoto University website. The Nobel laureate's profile does not mention the professor ever collaborating with the Wuhan laboratory.  Furthermore, international publications like the Nature and the Lancet have published epidemiological studies which have researched the genomic sequence of SARS-CoV-2 and have found that the virus is not man-made but has a natural origin.  The claim is circulating on all social media platforms in various languages. BOOM has received the claim in both English and Hindi. The claim discusses that Nobel Laureate Tasuku Honjo announced to the media that the coronavirus is not a natural virus. The claim also further states that if the virus was natural it would have only spread to specific areas and states how varying temperatures of different countries could not contain the spread of the virus.  BOOM received the message on its WhatsApp helpline requesting the verification of the same.    The claim is also viral on Twitter with a Hindi caption and an image.         4          #_   ,             pic.twitter.com/ukrx2gH6Tw  MANOJ KUMAR MEENA (@MANOJMEENARAJ)  April 24, 2020 Also Read:  A US Patent On The Novel Coronavirus? Conspiracy Theories Brew Online ",real,Nikhil Rao
"deo which shows a bridge appearing to shake has been shared hundreds of times in multiple posts on Facebook alongside a claim that it is the ""Macau-Hongkong"" bridge. The claim is false; the video shows an incident on a different bridge in the Chinese city of Humen in Guangdong province.   The  video  has been shared more than 1,000 times after it was posted on Facebook on May 7, 2020.   The 14-second video shows the surface of a bridge appearing to ripple like waves.       Screenshot of the misleading post     The post's Javanese-language caption translates to English as: ""Sister, is this true? it is said that this is the Macau-Hongkong bridge. It is on TV this morning...the bridge looks like it is breathing.""   The video was also shared on Facebook alongside a similar claim in Javanese  here  and  here ; and  here  in Indonesian. ",real,Aisha Chawla
"The World Health Organization has stated that masks are not fully effective against the recent outbreak of COVID-19   A recent tweet by Anand Mahindra, founder of Mahindra and Mahindra group of companies claiming a mask he had been gifted ""destroys viruses"" is false. His tweet was criticised by a few medical professionals as masks have not been proven to destroy any such viruses.  Mahindra in his tweet included a picture of the mask a - N95 - and thanked a friend for gifting it to him.  The ongoing hysteria around COVID-19, a Coronavirus strain that has impacted over 158 countries, has led to people actively hoarding masks and wearing them for regular use which are even inducing a sense of fear among people who are not currently wearing masks. The prices of the masks have also sky-rocketed. The World Health Organization has also stated that masks do not kill any viruses and should only be worn by people who are either exhibiting symptoms of the virus or are tending to the sick.  Mahindra found himself in the line of crossfire as his tweet stated that these reusable, washable masks had the ability to ""destroy viruses."" These masks are being made by a company called Livinguard whose board member Ashok Kurien gifted this ""anti-pollution"" N95 mask to Mahindra.   to my friend Ashok Kurien, who sent me the best gift for these times! Proud to learn that an Indian inventor's Swiss company has come out with these washable,reusable masks that destroy viruses. They're stepping up production in India.  https://t.co/uZv23cAM7j   pic.twitter.com/YFawmDhvcY  anand mahindra (@anandmahindra)  March 13, 2020 Mahindra received backlash as Twitter users requested him to not promote news which was not scientifically backed. Mr. Mahindra No mask that we know of can ""destroy the virus"" as you have written in your post. Kindly correct this ASAP since you are a public personality. All masks only assist in personal protection from air borne infection.  M (@pseudo_sapiens)  March 13, 2020 Also Read:  No, Cristiano Ronaldo's Hotels Will Not Be Turned Into Hospitals For Coronavirus Patients     ",real,Manav Iyengar
"Posts falsely claim that China is moving troops into a city near its border with North Korea. The video was published  here  on YouTube on April 26, 2020. It has been viewed more than 20,000 times.   The 54-second video purports to show several military vehicles travelling along a street.    The simplified Chinese-language text superimposed on the left-hand side of the footage translates to English as: ""Truth is life""; ""Military vehicles on Dandong streets / Crisis at the China-North Korea border"". ALSO READ: Exclusive Video Of Kim Jong-un's Funeral? Not Quite   The caption alongside the video translates to English as: ""[Citizen journalist] Breaking news! Crisis at the China-North Korea border! Military and missile vehicles on the streets of Dandong~""   Dandong  is a city located in the Chinese province of Liaoning, at the border with North Korea.   Below is a screenshot of the misleading YouTube video:         Screenshot of the misleading YouTube video     The video was also shared on Twitter  here ,  here  and  here , with a similar claim in both Chinese and French.   The claim circulated online in late April 2020, when health speculation on North Korean leader Kim Jong Un was sparked by observations that he was noticeably missing from state media coverage of the 88th anniversary of the founding of the country's armed forces, the Korean People's Revolutionary Army.  Here  is an AFP report about the developments published on April 27. ",real,Nikhil Rao
"The speculation around iPhone 6 is getting strongerwith the launch set for September 9, 2014. In New York, a duo paid $2,500 to be first in line outside the local Apple store to buy the phone. To be named either iPhone 6A or iPhone6 Air, it is expected to be priced higher than the existing iPhone5.  ",real,Ananya Mehta
"Fake message attributed to renowned oncologist has resurfaced and is circulating on social media A viral message claiming that a leading oncologist from Tata Memorial Hospital in Mumbai stated that hot coconut water kills cancer kills is false.       Furthermore, it can not be proved scientifically.        This viral message has been attributed to Dr. Rajendra Badwe, Director of Tata Memorial Centre, one of the leading hospitals for cancer care in India.        The message is viral on Whatsapp and Facebook. It states that the oncologist claims that consuming water made by mixing coconut flakes into hot water affects and kills malignant, dangerous cancer cells without affecting the healthy ones.        Whatsapp message claiming coconut water kills cancer cells.        This message has been viral since May this year and has resurfaced on August 28th.               Did The Doctor Speak About Coconut Water?       ",real,Kavya Choudhary
"The volunteer, herself, has dismissed the report, which was also denied by UK health officials. The claim was published  here  in South Africa on a website called News NT. Since it was posted on Facebook on April 25, 2020, it has been shared nearly 70,000 times and seen by more than two million people, according to data provided by the social network.         A screenshot taken on April 27, 2020, showing the misleading publication     According to News NT, microbiologist Elisa Granato died two days after she was administered Britain's first trial COVID-19 vaccine. ""A statement by the researchers said Elisa had complications few hours after taking the vaccine and died while on admission (sic),"" the article read.   Granato was one of the first two people to take part in the  human trial  of a new COVID-19 vaccine at Oxford University on April 23, 2020. The scientist  told  BBC in an interview that the decision was to ""support the scientific process"".     As part of the process, the Oxford Vaccine Group, which is conducting the trial, hopes to vaccinate about 800 more people in Britain in the next month.   History of misinformation   The viral claim appears on Twitter  here  and  here , while the link to the publication was also shared in several Facebook posts published globally, including in  Australia ,  Nigeria ,  Kenya  and the  US .  ALSO READ: No, Aspirin Mixed With Lemon Juice And Honey Will Not Cure COVID-19   But the website has a history of spreading misinformation about the coronavirus pandemic, and there is no evidence to support the claim.   In March 2020, Guyana's health ministry  rejected  as ""fake news"" a News NT's article that a family of three in the capital Georgetown died before testing positive for coronavirus.   The site recently published an article that Nigerian President Muhammadu Buhari had tested positive for the virus and was receiving treatment in an isolation ward after the death of his chief of staff, Abbah Kyari.   ",real,Aditya Saxena
"Substandard medicines could be three times more prevalent than the government says, two new studies show. more   The data of two new studies have serious implications on health in a country where 58.2% of the total health expenditure is an out-of-pocket cost burden on people, according to the  World Health Organization , and where medicines alone account for between  70% and 77%  of health spending.   Substandard drugs work less effectively, causing disease to run a longer course, and can even require a new prescription during treatment. Substandard drugs also contribute to antibacterial resistance, a threat that has doubled in the last five years in India,  IndiaSpend reported  earlier.   About 4.5% of the drugs in the Indian market are substandard, according to surveys by the Central Drug Standard Control Organisation (CDSCO), the official regulatory authority.   Reputed brands too fail to meet quality standards   Experts believe that more lucrative  routinely prescribed drugs are at higher risk  of failing quality standards, as this new  study , published in the December 2015  Journal of Applied Pharmaceutical Science , concluded, after testing 32 samples of diclofenac sodium, a popular pain killer. A  second study , published in 2016 in the  International Journal of Pharmacy and Pharmaceutical Sciences , evaluated 46 samples of amoxicillin trihydrate, a fast-moving antibiotic.   We found a substandard medicine incidence of 15.62% for diclofenac sodium and 13.04% for amoxicillin trihydrate, said Ahmed Nawaz Khan, study co-author and assistant professor, Department of Pharmacy, Jaypee University of Information Technology, Solan.   Even some higher-priced medicines from reputed sellers failed to measure up. This is sad because many consumers shell out more for reputed brands, believing those products are better, said Khan.       To make the grade, a tablet must contain between 90% and 110% of the active ingredient named on the label, according to the  Indian Pharmacopoeia Commission , an autonomous Indian health ministry institution. However, the CDSCO offers a  5% grace margin  on that lower limit, a leeway Khan called needless.   If the more stringent Indian Pharmacopoeia specification was made the yardstick for quality, twice the number of samples of Khans study would fall short. The implications of this finding: Borderline quality suggests a lack of quality control, said Khan.   If you cant measure drug quality, you cant manage it   Government surveys reveal a falling incidence of substandard and spurious drugs in the Indian marketfrom about 9% in the mid 1990s, as this 2015  International Journal of Pharmacy and Pharmaceutical Sciences   study  cited, to 4.5% in recent years.   Spurious medicines alone, distinguishable from substandard products for being imitations of (usually) popular branded drugs, with ingredients that may or may not match their label, make up a negligible part of the Indian drug market as per the CDSCO0.046% according to its 2009  Report on Countrywide Survey for Spurious Drugs  and 0.11%, according to last years regular sampling.   Source:  Indian Council for Research on International Economic Relations   Based on these data, the government has  taken exception  to high fake-drugs figures for India in the media, figures that have been reported and later withdrawn:     35% of counterfeit drugs supplied worldwide come from India, according to the WHO, said this   The Economic Times  report in 2003. Subsequently, the WHO said it had been misquoted, and continues to maintain that it has not undertaken any survey to map the extent of spurious drugs in the Indian market.   25% of medicines sold in India are fake, counterfeit or substandard, said the 2014  Fake and Counterfeit Drugs in India",real,Manav Bose
"The viral video is actually of a mock drill conducted by police officials in Maharashtra’s Amravati. ""RSS terrorists new batch has been caught in Maharashtra University hostel where 25 students were caught making bombs in 55 rooms which are now sealed. Media is silent because there is not a single Muslim caught, all are RSS terrorists.""  ",real,Ananya Khan
"People living near the outbreak zone have been advised to avoid any exposure to sick pigs, bats and should also avoid drinking raw date palm sap. Kerala recorded its first case of the Nipah virus this year after a student from Ernakulam district was admitted to a private hospital last week. The outbreak  led to 17  deaths  last year, in just two districts of the state - Kozhikode and Malappuram.          In 2018, after the outbreak of Nipah, nearly 3,000 people were placed in quarantine in Kerala and there were 23  suspected  cases, of which 18 were confirmed though lab tests.         Nipah virus is transmitted from animals to humans and can also be transmitted through contaminated food or direct contact between humans.                  The condition of the infected student is currently stable and being treated   at the isolation ward of Kalamassery Medical College Hospital where he has survived for more than 10 days.       A total of 311 people from various districts of the state have been kept under observation  according  to the Health Minister of Kerala, KK Shailaja.        The central government assured its support to Kerala Government to manage Nipah Virus and has deployed a team with six officers for epidemiological investigation protocol, contact tracing for early detection of suspects, testing protocols for suspects and review of isolation facilities. (Read  more )       Symptoms        Nipah causes a range of illnesses from acute respiratory illness and fatal encephalitis (inflammation of the brain). Similarly it causes severe diseases in animals such as pigs,  states  the World Health Organisation (WHO).       Symptoms include fever, headache, drowsiness, respiratory illness, disorientation and mental confusion. These signs could also progress to coma within 24-48 hours as there is no vaccine available for the disease.       These symptoms start to appear after five to 14 days after exposure to Nipah virus.       One is advised to avoid any exposure to sick pigs, bats and should also avoid drinking raw date palm sap in an area where the outbreak has been reported.        History of Nipah Outbreaks       The first Nipah outbreak happened in Kampung Sungai Nipah, Malaysia in 1998, followed by Bangladesh in 2014.        The main reason identified in Bangladesh was because humans consumed date palm sap that had been contaminated by infected fruit bats.        The Nipah virus is highly contagious among pigs which spread by coughing and was identified as the main mode of transmission in the 1999 outbreak in Malaysia.        The first reported outbreak in India was in 2001 in Siliguri, West Bengal which was caused due to the transmission of the virus from humans to humans.       Last year when the Nipah outbreak hit the Kerala, the Indian Council of Medical Research (ICMR) had  confirmed  that fruit bats were the source of the virus.        Fake News around Nipah In 2018       There was confusion last time around in May 2018 when the virus had hit the state with fake WhatsApp forwards going viral.       ",real,Arjun Joshi
"A fake message claims the dengue can be prevented by applying coconut oil since the the mosquito cannot fly above the knee. A viral message claiming dengue fever can be prevented by applying coconut oil below your knees is fake. The message bearing the signature of a doctor claims that the dengue causing mosquito cannot fly higher than a person's knees and applying coconut oil acts as an antibiotic. BOOM contacted the doctor under whose name the fake message is viral. The doctor has denied having written such a prescription.       A photo showing a typed letter made to resemble a handwritten note and signed as Dr B Sukumar from Sai Sudha Hospital, Tirupati, Andhra Pradesh states, ""This message is to inform you all that Dengue viral is going on. So please use coconut oil below your knees till your footsteps. It is an antibiotic. And a Dengue mosquito can not fly higher than knees. So please keep this in mind & start using it. Spread this message to as much as you can. Your one message can save many life's.""       The Whatsapp viral image       BOOM found that the photo has been viral on social media sites since 2017 with various captions like, 'best way to prevent dengue', 'Use coconut oil and avoid dengue fever'             Tweets from 2017, 2018, and 2019       ",real,Anjali Mishra
" BOOM found that the incident is from Saudi Arabia and the video was recorded by the mother of the children being tortured. Video of a woman beating her minor children shared as, ""                     ""   BOOM has decided not to include the video.  Fact A disturbing video from 2018 of a woman brutally assaulting her two minor children in Saudi Arabia is being shared in India. The video, a series of clips, shows two toddlers being repeatedly hit on the face and on the head by the woman, who is not seen in the video. The clip also shows one of the babies deliberately dropped from a height causing the child to bleed. ",real,Vikram Choudhary
"The ministry's notification contradicted WHO's stance that there are no preventive and curative mechanisms for Coronavirus India's AYUSH Ministry's advisory recommending the use of Ayurvedic, Homeopathic and Unani medicines to prevent the Coronavirus was not received well online after several netizens including a few doctors expressed doubts whether such measures could stave off the deadly virus.  The ministry recommended a series of Ayurvedic concoctions, Homeopathic medicines, and Unani herbs for tackling the novel Coronavirus.  On January 29, 2020 the Press Information Bureauof India tweeted using  Homeopathic and Unani medicines for controlling Coronavirus which currently has no prevention or treatment mechanisms according to the World Health Organisation.  Advisory for  #CoronaVirus Homoeopathy for Prevention of Corona virus Infections Unani Medicines useful in the symptomatic management of Corona Virus infection Details here:  https://t.co/OXC7PtM7L3  PIB India (@PIB_India)  January 29, 2020 PIB subsequently followed this tweet with another tweet that highlighted Homeopathic and Unani medicines that could be provided for reducing symptoms for the respiratory possible infected cases of Coronavirus.  Advisory to recess the symptoms of respiratory tract in possible Corona virus infected cases Read the detailed advisory: https://t.co/hApX41NPx7  PIB India (@PIB_India)  January 29, 2020 Both these tweets were admonished by Twitter users with few members of the medical fraternity raising questions about the efficacy of such treatments. This actually gets worse when you read the detailed press release. A host of ayurvedic, homeopathic and unani preparations, with an unknown adverse effect profile, are being advised to counter  #CoronaVirus , based on what? A round table meeting of a group of AYUSH practicioners?  https://t.co/sSn7CVwDZE  The Zucker Doctor (@DoctorLFC)  January 29, 2020 What are the medicines recommended by the Ministry? The Ministry of AYUSH recommended few ayurvedic, few homeopathic and few Unani medicines for prophylactic measures for the novel Coronavirus.  Ayurveda The Ayurvedic recommendations revolve around maintaining personal hygiene through various preventive measures such as washing hands with soap, avoiding being in close proximity of people who are sick, and using N95 masks to avoid droplet transmission. Along with this, both the circulars also mention using certain concoctions which ayurvedic practitioners prescribe to treat common cold.  They have prescribed concoctions such as Shadanga paniya, Agastya Haritaki which are concoctions made with a lot of different herbs. Homeopathy The Central Council for Research in Homoeopathy(CCRH) met on January 28, 2020 for the 64th meeting of its Scientific Advisory Board after which they suggested methods to tackle Coronavirus. They suggested that the Arsenicum album 30 which is made with solutions of arsenic trioxide on an empty stomach for three days.  Unani Medicines The AYUSH ministry also stated a list of Unani medicines such as Sharbat Unnab, Tiryaq Arba, Tiryaq Nazla, Chiraita etc. Scientific Evidence?  Shadanga Paniya is an ayurvedic concoction used to treat fevers but there is no scientific evidence pertaining its use for colds. Ayurvedic websites also state that this should not be consumed with allopathic medicines. Even the Agastya Haritaki has not been linked to treating any Coronavirus. Ayurvedic academic journals discuss the effect of it on bronchitis depending on the severity of the case of the bronchitis.  Arsenicum album 30 recommended by the Homeopathic Council was used to treat neonatal diarrhoea in calves and has not been scientifically linked to curing any infections. It also uses arsenic trioxide which if not diluted properly can prove to be harmful for users.  Furthermore, there was no scientific evidence to prove that the Unani medicines reduce virulence of the existing virus.  What do experts say?    ",real,Sameer Kulkarni
"Posts on social media are falsely claiming that the US CDC is cutting reported COVID-19 death toll. ""The CDC has officially almost HALVED the number of COVID-19 deaths listed on their website. This is HUGE,"" a May 2, 2020  Facebook post  says alongside images of two sets of CDC statistics.   ""This means that the data is no longer trustworthy. Shocker,"" the post says.   But the statistics do not represent a reduction in the CDC's toll: one number is based on data from death certificates while the other relies on information from US states, including confirmed and probable deaths due to the disease.         A screenshot of a Facebook post taken on May 7, 2020     The claim about the CDC's death toll has also been made on Facebook  here ,  here  and  here , on Twitter  here ,  here  and  here , and on Instagram  here .   ",real,Ananya Mehta
"The internet is calling out the PM for stating just 2,200 people have filed taxes with an income greater than ₹1 crore.   					  				Users of social media have misquoted Prime Minister Narendra Modi, who said that merely 2,200 taxpayer professionals declared an income of more than 1 crores. These users are calling out Modi, citing data from the income tax department according to which 97,689 individuals have filed returns with a total income of more than 1 crore (in AY 18-19), leaving out the nuance in Modi's speech where he specifically referred to professionals. He was referring to professionals such as scientists, engineers, doctors, lawyers, actors and accountants. However, ",real,Ishita Nair
"Images of the elephant and rhino have been digitally altered to illustrate a proposed anti-poaching strategy using dye. Images of an elephant with pink tusks and a rhino sporting a brightly coloured horn have resurfaced on social media as part of a viral meme. Purported to be examples of a new strategy to deter poachers using a special dye, the pictures were digitally altered to illustrate a proposed conservation initiative that was ultimately dismissed as impractical and pricey. The Facebook post,  archived here , has been shared more than 43,500 times since 2015.         An image saved on March 2, 2020, from the misleading Facebook post     It claims that the dye makes the tusks and horn ""unsellable"" and unable to be consumed, while being perfectly harmless to the animal. ALSO READ:   90s Diabetes Awareness Poster Shared In Anti Vaccination Sentiment   A reverse image search of the meme finds a 2015  article  by Save The Rhino, titled ""Dyeing rhino horn and elephant ivory"".   It describes how in 2013 digital news and lifestyle magazine, Take Part, reported on efforts by a private game reserve in South Africa to deter poachers and devalue rhino horns by injecting a liquid pink dye -- toxic only to humans -- into the horns of 100 rhinos.   ALSO READ:  Fake Message Claims China Producing Corned Beef With Human Body Parts   An  archived version  of the Take Part page shows an image of a rhino with a purple horn and a caption that reads: ""This photo has been digitally altered and is not an actual photo of a rhino at Sabi Sand. (Photo: Heinrich van den Berg/Getty)"".         A screenshot taken on March 2, 2020 of the rhino image and its original caption on Take Part ",real,Karan Gupta
"Social Media posts falsely state that patients positive for the viral disease only had a history of visiting the grocery. A claim that data from a hospital in the Philippines shows a correlation between grocery shopping and COVID-19 has been shared more than 1,000 times on Facebook and Twitter. This is misleading; the hospital refuted the claim, saying ""no such observed trend"" had been found among its COVID-19 patients. The claim has been shared more than 1,600 times after being published in  this  Facebook post on April 4, 2020.    The Tagalog-language meme in the post translates to English as: ""From PGH statistics. Their new cases of Covid. The history of movement. They only went to the Grocery.""   PGH  is an acronym for Philippine General Hospital, a state-owned hospital located in the capital Manila.   Below is a screenshot of the misleading post:         Screenshot of Facebook post     Similar claims were shared  here ,  here  and  here  on Facebook and  here  on Twitter. ",real,Nikhil Pillai
The incident is from 2015 when an engineering student had slapped Abhishek Banerjee while he was speaking at a rally in east Midnapore district An old video showing MP and Mamata Banerjee's nephew Abhishek Banerjee being slapped on-stage has gone  viral  with the claim: Mamata Banerjee's nephew Abhishek Banerjee slapped in a rally in broad daylight. (Hindi:            ),real,Vikram Choudhary
"To dispel myths around the SIM swap fraud, BOOM lists down how this fraud is carried out and the steps that can be taken to prevent it from happening. SIM swap fraud is a real scam that has already affected many people in the past. However, a misleading WhatsApp message, purporting to explain how the SIM swap fraud is carried out, has gone viral on the instant messaging app.       In June, 2019,  Reliance Communications  and  Vodafone Idea  were ordered to compensate their customers for an amount of Rs. 8.5 lakh and Rs. 12.2 lakh, respectively, after they fell victim to a SIM swap fraud.       Since then, social media and instant messengers have been livid with misinformation regarding the scam that could potentially wipe out funds from your account.       Viral Message On SIM Swap       On June 25, 2019, BOOM received a message on its helpline that pretended to give a detailed account of how the SIM swap fraud is carried out to wipe out bank accounts by ""hacking someone's phone"".       Message received on BOOM's WhatsApp helpline       The WhatsApp message made the following claims:       Your network will momentarily go blind/ zero/ no signal/ zero bars and after a while a call will come through. A person on the other end of the call will tell you that he is calling from your cell phone company and that there is a problem in your mobile phone. You will be instructed to dial 1 on your phone to get the network back. After this, the network will appear suddenly and go blind again almost immediately. At this point, your phone will be hacked and within a second your bank account will be emptied.       Upon investigating, we found out that although SIM swap fraud is real, the process of the fraud mentioned in message is completely false.       ",real,Neha Iyer
"1)  Power minister Piyush Goyal tweeted a stock photo to highlight the governments achievement of illuminating 50,000 km of Indian roads with LED lights.
2) Fashion designer and BJP Maharashtra Spokesperson, Shaina NC shared an old and unrelated picture of Varnika Kundu, the woman who was allegedly stalked by Haryana BJP chief Subhash Baralas son Vikas Barala in Chandigarh recently. 
3) BJP Karnataka IT Cell posted a picture of a severely potholed road in Mumbai claiming it was Bangalore. Luckily for the party, Uttam Kumar Reddy, President of Telangana Pradesh Congress Committee shared the same image and claimed that the road was in Hyderabad.  
4)  a Save Bengal poster on social media to protest communal riots that rocked West Bengals North 24 Parganas district in July. The image was shared by many including BJP spokesperson Nupur Sharma. 
5)  BJPs national information and technology head Amit Malviya shared a 2015 picture from a riot that took place in Nadia district, West Bengal. Malviya did not clarify in his tweet that the picture was not recent but simply used the hashtag Save Bengal
6) Vijeta Malik, a BJP Haryana State Executive member shared a still from a Bhojpuri movie  Aurat Khilona Nahi"". The text that accompanied her post implied it was an actual photo from West Bengal. (Image courtesy Hindustan Times)
7)  Bollywood actor and parliamentarian Paresh Rawal shared an image from Iraq implying it to be flood rescue operations conducted by the Indian Army in Kashmir. 
8) Anumula Mahesh Kumar, whose Facebook's bio says that he is vice president of BJP SC Morcha in Telangana, shared  a horrific photo of a cow being skinned alive. 
9) National Spokesperson of the BJP Sambit Patra on a news debate held a photoshopped image of the iconic photo captured by Joe Rosenthal of five U.S. Marines and a navy sailor raising an American flag over the Japanese island of Iwo Jima.  
10) Minister of State, Heavy Industries and Public Enterprises, Babul Supriyo shared , thinking it was the actual bus stand
",real,Karan Trivedi
"Doctors refute the misleading online claim, say serious complications from the optional injections are ""extremely rare"". A photo has been shared repeatedly in multiple posts on Facebook which claim epidural injections compulsorily administered during childbirth are ""one of the worst and dangerous injections in the world"", resulting in chronic back pain. The posts also claim that some mothers have ""no choice"" about whether they receive an epidural injection. The claim is misleading; doctors say such serious complications from epidurals are ""extremely rare"", and the injections are optional. This  September 5, 2019 Facebook post shows a photo of an epidural procedure being performed on a woman during labour.    Below is a screenshot of the misleading post:         Screenshot of Facebook post     The text overlaid on the image reads, in part: ""Epidural injection is one of the worst and most dangerous injection in the world, and yet some mother's have no choice but to take it to bring their child into this world, and when they are around age forty the back pain starts endlessly leaving her in pain everyday, she won't be able to stand for long and can't sit in same position for long"".   The post's Tagalog caption states: ""That's why I can already feel it."" ALSO READ :  Can Drinking Bubble Tea Cause Gallstones?   An epidural is an injection given in the back, commonly used for pain relief during childbirth and certain types of surgery, according to the UK's National Health Service  website .   The same photo, taken from the  Getty Images website , was also shared  here  and  here  on Facebook, alongside a similar claim.  ",real,Kunal Rana
"The US disease experts had issued the graphic about facial hair and respirator use in an unrelated context in 2017. US media reports say the Centers for Disease Control and Prevention (CDC) issued facial hair recommendations for novel coronavirus prevention, citing an infographic. This is misleading; the graphic about facial hair and respirator use is more than two years old and is unrelated to the recent deadly outbreak. ""When it comes to novel coronavirus safety, the Centers for Disease Control and Prevention has some suggestions about facial hair,"" CNN said in an  article .   ""Side whiskers, soul patches, lampshades and handlebar moustaches are good to go, according to  a CDC infographic ,"" said the article, which has since been  corrected . ALSO READ:   Does Homeopathic Medicine Arsenicum Album 30 Prevent Coronavirus? A ",real,Meera Mehta
